MODELO	COR	CABEDAL	R. COR	IN	GCI geral	GCI ATUAL	CORTE	Qnt. PES	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	
																																	
Corre Max 2/478	ARENIT	426012886	436007321	-	504	504	504	-	-	-	-	-	-	-	-	-	12	24	36	48	60	60	72	72	60	48	12	-	-	-	-	-	
Corre Max 2/478	ARENIT	426012959	436007326	-	504	504	504	-	-	-	-	-	-	-	-	-	12	24	36	48	60	72	72	72	60	36	12	-	-	-	-	-	
Corre Max 2/478	ARENIT	426012981	436007331	-	504	504	504	-	-	-	-	-	-	-	-	-	12	24	36	48	60	72	72	72	60	36	12	-	-	-	-	-	
Corre Max 2/478	ARENIT	426013003	436007334	-	504	504	504	-	-	-	-	-	-	-	-	-	12	24	36	48	60	60	72	72	60	48	12	-	-	-	-	-	
Corre Max 2/478	PRETO	426013023	436007336	-	684	684	684	-	-	-	-	-	-	-	-	-	12	24	48	72	84	84	108	108	84	48	12	-	-	-	-	-	
Corre Max 2/478	LILAS	426013044	436007338	-	936	936	936	-	-	-	-	-	-	-	-	-	24	48	72	96	108	108	132	132	108	84	24	-	-	-	-	-	
Corre Max 2/478	LILAS	426013065	436007342	-	504	504	504	-	-	-	-	-	-	-	-	-	12	24	36	48	60	60	72	72	60	48	12	-	-	-	-	-	
Corre Max 2/478	MUSGO	426013066	436007343	-	504	504	504	-	-	-	-	-	-	-	-	-	12	24	36	48	60	60	72	72	60	48	12	-	-	-	-	-	
Corre Max 2/478	MUSGO	426013089	436007350	-	1104	1104	1104	-	-	-	-	-	-	-	-	-	24	60	84	108	132	144	168	156	120	84	24	-	-	-	-	-	
Corre Max 2/478	VRD/CL	426013112	436007354	-	1104	1104	1104	-	-	-	-	-	-	-	-	-	24	60	84	108	132	144	168	156	120	84	24	-	-	-	-	-	
Corre Max 2/478	ARENIT	426013134	436007358	-	1800	1800	1800	-	-	-	-	-	-	-	-	-	24	84	132	204	216	216	264	264	228	120	48	-	-	-	-	-	
Intuit 2/475	PTO/PT	426012962	436007327	-	504	504	504	-	-	-	-	-	-	-	-	-	36	72	108	108	96	48	24	12	-	-	-	-	-	-	-	-	
Intuit 2/475	PTO/PT	426013048	436007339	-	528	528	528	-	-	-	-	-	-	-	-	-	36	72	108	120	108	48	24	12	-	-	-	-	-	-	-	-	
Intuit 2/475	ALGLIL	426013070	436007344	-	576	576	576	-	-	-	-	-	-	-	-	-	36	72	120	132	120	60	24	12	-	-	-	-	-	-	-	-	
Intuit 2/475	ALGLIL	426013093	436007351	-	600	600	600	-	-	-	-	-	-	-	-	-	36	72	132	132	120	60	36	12	-	-	-	-	-	-	-	-	
Intuit 2/475	GRAORG	426013115	436007355	-	768	768	768	-	-	-	-	-	-	-	-	-	60	120	168	180	132	72	24	12	-	-	-	-	-	-	-	-	
Intuit 2/475	GRAORG	426013137	436007359	-	828	828	828	-	-	-	-	-	-	-	-	-	60	120	180	192	144	84	36	12	-	-	-	-	-	-	-	-	
Ua Ch Fleek/663	BKMTSC	426013078	436007345	-	504	504	504	-	-	-	-	-	-	-	-	-	24	36	72	84	84	84	84	36	-	-	-	-	-	-	-	-	
Ch.AlphaClubAS Jr/166	PTBCVM	426012660	436004654	-	60	60	60	-	-	-	-	-	12	12	-	12	-	12	12	-	-	-	-	-	-	-	-	-	-	-	-	-	
Ch.AlphaClubAS Jr/166	BCPINK	426012728	436004659	-	72	72	72	-	-	-	-	-	12	12	12	12	12	-	12	-	-	-	-	-	-	-	-	-	-	-	-	-	
Ch.AlphaClubIN Jr/164	PTBCVM	426012659	436004653	-	60	60	60	-	-	-	-	-	-	12	12	12	12	-	12	-	-	-	-	-	-	-	-	-	-	-	-	-	
Ch.AlphaClubIN Jr/164	BCPINK	426012727	436004658	-	84	84	84	-	-	-	-	-	-	12	12	24	12	12	12	-	-	-	-	-	-	-	-	-	-	-	-	-	
Ch.AlphaClubIN Jr/164	PTBCVM	426012833	436006037	-	36	36	36	-	-	-	-	-	-	-	12	12	-	12	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
Ch.AlphaClubIN Jr/164	AZBRAN	426012907	436006007	-	36	36	36	-	-	-	-	-	-	-	-	12	12	12	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
Ch.Regent CLUB AS/174	PTOBCO	426009851	436005522	-	504	504	504	-	-	-	-	-	-	-	-	-	-	-	-	24	36	72	108	108	84	48	24	-	-	-	-	-	
Ch.Regent CLUB AS/174	PTOBCO	426009908	436005558	-	504	504	504	-	-	-	-	-	-	-	-	-	-	-	-	24	48	72	108	108	84	36	24	-	-	-	-	-	
Ch.Regent CLUB AS/174	PTOBCO	426010242	436005868	-	504	504	504	-	-	-	-	-	-	-	-	-	-	-	-	12	36	72	108	120	84	48	24	-	-	-	-	-	
Ch.Regent CLUB AS/174	AZBRAN	426010301	436005905	-	504	504	504	-	-	-	-	-	-	-	-	-	-	-	-	-	48	72	96	108	108	60	12	-	-	-	-	-	
Ch.Regent CLUB AS/174	BCODOU	426010361	436005940	-	504	504	504	-	-	-	-	-	-	-	-	-	-	-	-	24	36	84	96	108	84	48	24	-	-	-	-	-	
Ch.Regent CLUB AS/174	BCODOU	426010810	436006084	-	504	504	504	-	-	-	-	-	-	-	-	-	-	-	-	24	36	72	108	120	84	36	24	-	-	-	-	-	
Ch.Regent CLUB IN/173	AZBRAN	426008939	436005073	-	504	504	-	-	-	-	-	-	-	-	-	-	-	-	-	12	48	72	108	120	84	48	12	-	-	-	-	-	
Ch.Regent CLUB IN/173	PTOBCO	426008992	436005116	-	504	504	504	-	-	-	-	-	-	-	-	-	-	-	-	24	48	72	96	108	84	48	24	-	-	-	-	-	
Ch.Regent CLUB IN/173	BCODOU	426009043	436005143	-	504	504	-	-	-	-	-	-	-	-	-	-	-	-	-	24	48	72	96	96	84	60	24	-	-	-	-	-	
Ch.Regent CLUB IN/173	PTOBCO	426009508	436005266	-	504	504	504	-	-	-	-	-	-	-	-	-	-	-	-	24	36	72	108	120	84	36	24	-	-	-	-	-	
Ch.Regent CLUB IN/173	AZBRAN	426009561	436005298	-	372	372	372	-	-	-	-	-	-	-	-	-	-	-	-	-	36	60	96	84	60	36	-	-	-	-	-	-	
Ch.Regent CLUB IN/173	PTOBCO	426009562	436005299	-	132	132	132	-	-	-	-	-	-	-	-	-	-	-	-	-	12	12	36	36	12	12	12	-	-	-	-	-	
Ch.Regent CLUB IN/173	BCODOU	426009638	436005359	-	504	504	504	-	-	-	-	-	-	-	-	-	-	-	-	24	48	84	108	108	72	48	12	-	-	-	-	-	
Ch.Regent CLUB MD/176	PTOBCO	426008667	436004967	-	504	52	-	296	-	-	-	-	-	-	-	-	-	-	-	4	12	-	24	12	-	-	-	-	-	-	-	-	
Ch.Regent CLUB MD/176	BCODOU	426008720	436005004	-	504	48	-	276	-	-	-	-	-	-	-	-	-	-	-	-	-	48	-	-	-	-	-	-	-	-	-	-	
Ch.Regent CLUB MD/176	AZBRAN	426008882	436005044	-	504	180	-	324	-	-	-	-	-	-	-	-	-	-	-	24	48	-	12	48	-	48	-	-	-	-	-	-	
Ch.Regent CLUB MD/176	PTOBCO	426009693	436005392	-	504	504	504	-	-	-	-	-	-	-	-	-	-	-	-	12	36	84	108	120	96	36	12	-	-	-	-	-	
Ch.Regent CLUB MD/176	AZBRAN	426009795	436005492	-	96	96	96	-	-	-	-	-	-	-	-	-	-	-	-	-	-	24	24	36	12	-	-	-	-	-	-	-	
Ch.Regent CLUB MD/176	BCODOU	426009796	436005493	-	408	408	408	-	-	-	-	-	-	-	-	-	-	-	-	12	24	72	96	96	72	24	12	-	-	-	-	-	
Chu.Alpha Club AS/165	BCPINK	426011331	436004666	-	432	432	432	-	-	-	-	-	-	-	-	-	-	-	-	12	36	72	96	108	60	36	12	-	-	-	-	-	
Chu.Alpha Club AS/165	PTBCVM	426011879	436004670	-	504	504	504	-	-	-	-	-	-	-	-	-	-	-	-	12	36	72	108	120	96	48	12	-	-	-	-	-	
Chu.Alpha Club AS/165	PTBCVM	426011937	436004671	-	504	504	504	-	-	-	-	-	-	-	-	-	-	-	-	12	36	84	108	120	84	48	12	-	-	-	-	-	
Chu.Alpha Club AS/165	AZBRAN	426012010	436004672	-	504	504	504	-	-	-	-	-	-	-	-	-	-	-	-	12	36	72	108	120	96	48	12	-	-	-	-	-	
Chu.Alpha Club AS/165	AZBRAN	426012592	436004675	-	180	180	180	-	-	-	-	-	-	-	-	-	-	-	-	-	12	24	48	48	24	24	-	-	-	-	-	-	
Chu.Alpha Club AS/165	PTBCVM	426012834	436006038	-	360	360	360	-	-	-	-	-	-	-	-	-	-	-	-	-	36	60	84	72	60	36	12	-	-	-	-	-	
Chu.Alpha Club AS/165	PTBCVM	426012858	436005995	-	504	504	504	-	-	-	-	-	-	-	-	-	-	-	-	12	48	72	96	132	72	48	24	-	-	-	-	-	
Chu.Alpha Club AS/165	AZBRAN	426012882	436006001	-	420	420	420	-	-	-	-	-	-	-	-	-	-	-	-	-	24	72	96	96	84	36	12	-	-	-	-	-	
Chu.Alpha Club IN/163	AZBRAN	426007145	436002506	-	504	340	-	-	-	-	-	-	-	-	-	-	-	-	-	12	36	48	64	120	-	48	12	-	-	-	-	-	
Chu.Alpha Club IN/163	PTBCVM	426008392	436002512	-	504	72	-	148	-	-	-	-	-	-	-	-	-	-	-	12	-	12	-	-	24	12	12	-	-	-	-	-	
Chu.Alpha Club IN/163	PTBCVM	426012658	436004652	-	84	84	84	-	-	-	-	-	-	-	-	-	-	-	-	-	12	12	24	24	12	-	-	-	-	-	-	-	
Chu.Alpha Club IN/163	BCPINK	426012726	436004657	-	96	96	96	-	-	-	-	-	-	-	-	-	-	-	-	12	12	12	12	12	12	12	12	-	-	-	-	-	
Chu.Alpha Club IN/163	PTBCVM	426012881	436006000	-	24	24	24	-	-	-	-	-	-	-	-	-	-	-	-	-	-	12	-	-	-	12	-	-	-	-	-	-	
Chu.Alpha Club IN/163	AZBRAN	426012906	436006006	-	84	84	84	-	-	-	-	-	-	-	-	-	-	-	-	-	12	12	24	12	12	12	-	-	-	-	-	-	
Chu.Alpha CLUB MD/161	AZBRAN	426006812	436002488	-	504	60	-	-	-	-	-	-	-	-	-	-	-	-	-	12	-	-	-	-	-	48	-	-	-	-	-	-	
Chu.Alpha CLUB MD/161	BCPINK	426011330	436004665	-	72	72	72	-	-	-	-	-	-	-	-	-	-	-	-	-	12	12	12	24	12	-	-	-	-	-	-	-	
Chu.Alpha CLUB MD/161	PTBCVM	426012528	436004673	-	504	504	504	-	-	-	-	-	-	-	-	-	-	-	-	24	48	84	108	96	84	48	12	-	-	-	-	-	
Chu.Alpha CLUB MD/161	AZBRAN	426012591	436004674	-	324	324	324	-	-	-	-	-	-	-	-	-	-	-	-	-	12	36	72	84	60	36	24	-	-	-	-	-	
Chu.Alpha CLUB MD/161	PTBCVM	426012657	436004651	-	300	300	300	-	-	-	-	-	-	-	-	-	-	-	-	12	24	48	60	60	48	24	24	-	-	-	-	-	
Chu.Alpha CLUB MD/161	BCPINK	426012725	436004656	-	252	252	252	-	-	-	-	-	-	-	-	-	-	-	-	12	24	36	48	48	48	24	12	-	-	-	-	-	
Chu.Alpha CLUB MD/161	PTBCVM	426012810	436006029	-	504	504	504	-	-	-	-	-	-	-	-	-	-	-	-	-	36	84	108	132	84	48	12	-	-	-	-	-	
Chu.Alpha CLUB MD/161	PTBCVM	426012832	436006036	-	108	108	108	-	-	-	-	-	-	-	-	-	-	-	-	-	12	12	24	24	12	12	12	-	-	-	-	-	
Chu.Alpha CLUB MD/161	AZBRAN	426012880	436005999	-	60	60	60	-	-	-	-	-	-	-	-	-	-	-	-	-	-	12	12	12	12	12	-	-	-	-	-	-	
Chu.Alpha CLUB MD/161	AZBRAN	426012905	436006005	-	216	216	216	-	-	-	-	-	-	-	-	-	-	-	-	-	12	24	60	60	36	24	-	-	-	-	-	-	
Atlantis 2	LAVAND	426009492	436005255	-	888	888	888	-	-	-	-	-	-	-	-	-	84	72	204	144	156	144	84	-	-	-	-	-	-	-	-	-	
Atlantis 2	LAVAND	426009545	436005287	-	888	888	888	-	-	-	-	-	-	-	-	-	72	72	204	156	156	144	84	-	-	-	-	-	-	-	-	-	
Atlantis 2	LAVAND	426009621	436005349	-	888	888	888	-	-	-	-	-	-	-	-	-	72	72	204	156	156	156	72	-	-	-	-	-	-	-	-	-	
Atlantis 2	CHUPIN	426009675	436005381	-	888	888	888	-	-	-	-	-	-	-	-	-	84	72	204	144	144	156	84	-	-	-	-	-	-	-	-	-	
Atlantis 2	CHUPIN	426009777	436005481	-	888	888	888	-	-	-	-	-	-	-	-	-	60	84	204	168	168	132	72	-	-	-	-	-	-	-	-	-	
Atlantis 2	CZROXO	426009835	436005513	-	888	888	888	-	-	-	-	-	-	-	-	-	72	84	216	132	156	156	72	-	-	-	-	-	-	-	-	-	
Atlantis 2	CZROXO	426009891	436005548	-	888	888	888	-	-	-	-	-	-	-	-	-	84	84	216	144	132	144	84	-	-	-	-	-	-	-	-	-	
Atlantis 2	CZROXO	426010217	436005850	-	900	900	900	-	-	-	-	-	-	-	-	-	72	72	228	156	156	144	72	-	-	-	-	-	-	-	-	-	
Atlantis 2	PTPT69	426010284	436005895	-	888	888	888	-	-	-	-	-	-	-	-	-	-	-	-	-	72	72	144	228	156	144	72	-	-	-	-	-	
Atlantis 2	PTPT69	426010345	436005930	-	1128	1128	1128	-	-	-	-	-	-	-	-	-	-	-	-	-	96	96	192	276	180	192	96	-	-	-	-	-	
Atlantis 2	STEEL1	426010793	436006074	-	888	888	888	-	-	-	-	-	-	-	-	-	-	-	-	-	60	84	144	228	144	156	72	-	-	-	-	-	
Atlantis 2	LAVAND	426011314	436006325	-	888	888	888	-	-	-	-	-	-	-	-	-	84	84	204	156	144	144	72	-	-	-	-	-	-	-	-	-	
Atlantis 2	LAVAND	426011861	436006584	-	888	888	888	-	-	-	-	-	-	-	-	-	84	48	204	168	168	156	60	-	-	-	-	-	-	-	-	-	
Atlantis 2	LAVAND	426011920	436006735	-	888	888	888	-	-	-	-	-	-	-	-	-	84	60	228	120	168	144	84	-	-	-	-	-	-	-	-	-	
Atlantis 2	LAVAND	426011992	436006880	-	888	888	888	-	-	-	-	-	-	-	-	-	60	60	216	204	144	144	60	-	-	-	-	-	-	-	-	-	
Atlantis 2	LAVAND	426012511	436007120	-	576	576	576	-	-	-	-	-	-	-	-	-	48	60	132	96	96	84	60	-	-	-	-	-	-	-	-	-	
Atlantis 2	LAVAND	426012571	436007175	-	576	576	576	-	-	-	-	-	-	-	-	-	48	72	132	96	96	84	48	-	-	-	-	-	-	-	-	-	
Atlantis 2	LAVAND	426012637	436007227	-	576	576	576	-	-	-	-	-	-	-	-	-	36	48	132	108	108	96	48	-	-	-	-	-	-	-	-	-	
Atlantis 2	STEEL1	426012705	436007279	-	576	576	576	-	-	-	-	-	-	-	-	-	-	-	-	-	48	48	96	132	96	108	48	-	-	-	-	-	
Base One/119	VRDCLR	426012515	436006357	-	504	504	504	-	-	-	-	-	-	-	-	-	12	24	48	48	60	60	84	72	48	36	12	-	-	-	-	-	
Base One/119	VRDCLR	426012575	436006366	-	504	504	504	-	-	-	-	-	-	-	-	-	-	24	48	48	48	60	84	72	60	36	24	-	-	-	-	-	
Base One/119	AZUL31	426012641	436006375	-	504	504	504	-	-	-	-	-	-	-	-	-	24	24	24	36	24	60	72	84	84	48	24	-	-	-	-	-	
Base One/119	AZUL31	426012709	436006384	-	504	504	504	-	-	-	-	-	-	-	-	-	24	24	24	24	36	60	72	84	84	48	24	-	-	-	-	-	
Base One/119	AZUL31	426012804	436006402	-	504	504	504	-	-	-	-	-	-	-	-	-	12	36	36	48	24	60	96	108	48	24	12	-	-	-	-	-	
Base One/119	MARINO	426012827	436006411	-	504	504	504	-	-	-	-	-	-	-	-	-	-	-	-	-	36	60	48	156	96	72	36	-	-	-	-	-	
Base One/119	MARINO	426012853	436006420	-	504	504	504	-	-	-	-	-	-	-	-	-	-	-	-	-	36	60	36	168	96	72	36	-	-	-	-	-	
Base One/119	MARINO	426012875	436006429	-	504	504	504	-	-	-	-	-	-	-	-	-	-	-	-	-	36	60	36	168	96	84	24	-	-	-	-	-	
Base One/119	MARINO	426012900	436006438	-	504	504	504	-	-	-	-	-	-	-	-	-	-	-	-	-	48	72	48	168	84	72	12	-	-	-	-	-	
Base One/119	PTPINK	426012926	436006447	-	504	504	504	-	-	-	-	-	-	-	-	-	36	60	84	120	96	72	36	-	-	-	-	-	-	-	-	-	
Base One/119	PTPINK	426012949	436006456	-	504	504	504	-	-	-	-	-	-	-	-	-	24	72	84	108	96	84	36	-	-	-	-	-	-	-	-	-	
Base One/119	PTPINK	426012971	436006465	-	504	504	504	-	-	-	-	-	-	-	-	-	24	60	96	120	96	72	36	-	-	-	-	-	-	-	-	-	
Base One/119	PTPINK	426012993	436006474	-	504	504	504	-	-	-	-	-	-	-	-	-	24	60	84	120	96	84	36	-	-	-	-	-	-	-	-	-	
Base One/119	PTPT69	426013014	436006483	-	504	504	504	-	-	-	-	-	-	-	-	-	12	24	36	36	36	60	60	96	72	48	24	-	-	-	-	-	
Base One/119	PTPT69	426013033	436006492	-	504	504	504	-	-	-	-	-	-	-	-	-	12	24	36	36	36	60	72	84	72	60	12	-	-	-	-	-	
Base One/119	PTPT69	426013056	436006501	-	504	504	504	-	-	-	-	-	-	-	-	-	12	12	36	36	36	72	72	96	72	48	12	-	-	-	-	-	
Base One/119	PTPT69	426013079	436006510	-	504	504	504	-	-	-	-	-	-	-	-	-	-	12	36	36	36	72	60	96	72	72	12	-	-	-	-	-	
Base One/119	PTPT69	426013101	436006519	-	504	504	504	-	-	-	-	-	-	-	-	-	-	12	24	36	48	72	72	96	72	48	24	-	-	-	-	-	
Base One/119	PTPT69	426013123	436006528	-	504	504	504	-	-	-	-	-	-	-	-	-	-	24	24	24	48	60	72	96	72	60	24	-	-	-	-	-	
CONNECT 2	PRET90	426009692	436005391	-	504	504	504	-	-	-	-	-	-	-	-	-	12	12	12	24	36	84	96	60	84	60	24	-	-	-	-	-	
CONNECT 2	PRET90	426009907	436005557	-	504	504	504	-	-	-	-	-	-	-	-	-	-	12	12	12	24	60	108	120	84	48	24	-	-	-	-	-	
CONNECT 2	PRET90	426010241	436005867	-	588	588	588	-	-	-	-	-	-	-	-	-	-	-	-	-	48	72	120	132	108	72	36	-	-	-	-	-	
CONNECT 2	PRET90	426010300	436005904	-	600	600	600	-	-	-	-	-	-	-	-	-	-	-	-	-	36	72	132	144	120	72	24	-	-	-	-	-	
CONNECT 2	PTPT69	426010360	436005939	-	708	708	708	-	-	-	-	-	-	-	-	-	12	24	36	48	84	108	120	108	96	48	24	-	-	-	-	-	
CONNECT 2	PTPT69	426010809	436006083	-	804	804	804	-	-	-	-	-	-	-	-	-	-	12	12	48	60	132	168	156	120	72	24	-	-	-	-	-	
CONNECT 2	PTPT69	426011329	436006333	-	924	924	924	-	-	-	-	-	-	-	-	-	-	12	36	48	72	168	192	180	132	60	24	-	-	-	-	-	
CONNECT 2	MARINO	426011878	436006594	-	1116	1116	1116	-	-	-	-	-	-	-	-	-	-	-	-	12	60	132	228	264	228	132	60	-	-	-	-	-	
CONNECT 2	CHUMBO	426011936	436006744	-	1104	1104	1104	-	-	-	-	-	-	-	-	-	-	-	-	12	120	168	264	192	180	120	48	-	-	-	-	-	
CONNECT 2	ARTDST	426012008	436006889	-	552	552	552	-	-	-	-	-	-	-	-	-	48	84	120	132	84	60	24	-	-	-	-	-	-	-	-	-	
CONNECT 2	PT/BRZ	426012009	436006890	-	552	552	552	-	-	-	-	-	-	-	-	-	36	72	84	132	120	72	36	-	-	-	-	-	-	-	-	-	
CONNECT 2	PT/BRZ	426012527	436007129	-	2196	2196	2196	-	-	-	-	-	-	-	-	-	108	288	480	540	420	264	96	-	-	-	-	-	-	-	-	-	
CONNECT 2	ARTDST	426012589	436007186	-	720	720	720	-	-	-	-	-	-	-	-	-	60	96	156	180	120	60	48	-	-	-	-	-	-	-	-	-	
CONNECT 2	PT/BRZ	426012590	436007187	-	1476	1476	1476	-	-	-	-	-	-	-	-	-	72	204	324	372	276	168	60	-	-	-	-	-	-	-	-	-	
CONNECT 2	ARTDST	426012656	436007239	-	2196	2196	2196	-	-	-	-	-	-	-	-	-	168	264	540	576	384	156	108	-	-	-	-	-	-	-	-	-	
CONNECT 2	ARTDST	426012724	436007290	-	2196	2196	2196	-	-	-	-	-	-	-	-	-	120	300	456	540	432	264	84	-	-	-	-	-	-	-	-	-	
COOL RIDE 3	PTPT69	426007134	436002022	-	1536	96	-	20	-	-	-	-	-	-	-	-	-	-	-	-	-	32	64	-	-	-	-	-	-	-	-	-	
COOL RIDE 3	BCOPTO	426008441	436002051	-	516	44	-	20	-	-	-	-	-	-	-	-	-	-	-	-	-	24	-	-	-	20	-	-	-	-	-	-	
COOL RIDE 3	MARINO	426008442	436002052	-	1032	48	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	48	-	-	-	-	-	-	-	-	
COOL RIDE 3	MARINO	426008496	436002066	-	1548	360	-	40	-	-	-	-	-	-	-	-	-	-	-	-	48	48	48	144	-	72	-	-	-	-	-	-	
COOL RIDE 3	ARENIT	426008552	436002081	-	960	300	-	444	-	-	-	-	-	-	-	-	-	144	72	-	48	-	36	-	-	-	-	-	-	-	-	-	
COOL RIDE 3	PTPT69	426008553	436002082	-	576	192	-	224	-	-	-	-	-	-	-	-	-	-	-	-	24	60	108	-	-	-	-	-	-	-	-	-	
COOL RIDE 3	PTROSA	426009496	436004228	-	504	504	504	-	-	-	-	-	-	-	-	-	36	72	108	120	84	60	24	-	-	-	-	-	-	-	-	-	
COOL RIDE 3	PTROSA	426009549	436004239	-	504	504	504	-	-	-	-	-	-	-	-	-	36	72	108	120	84	60	24	-	-	-	-	-	-	-	-	-	
COOL RIDE 3	PTROSA	426009626	436004250	-	504	504	504	-	-	-	-	-	-	-	-	-	36	72	108	120	84	60	24	-	-	-	-	-	-	-	-	-	
COOL RIDE 3	PTROSA	426009679	436004261	-	504	504	504	-	-	-	-	-	-	-	-	-	12	72	120	144	96	36	24	-	-	-	-	-	-	-	-	-	
COOL RIDE 3	MARINO	426009782	436004273	-	504	504	504	-	-	-	-	-	-	-	-	-	-	-	-	-	36	84	144	144	84	12	-	-	-	-	-	-	
COOL RIDE 3	MARINO	426009839	436004284	-	504	504	504	-	-	-	-	-	-	-	-	-	-	-	-	-	48	96	132	132	84	12	-	-	-	-	-	-	
COOL RIDE 3	MARINO	426009895	436004296	-	504	504	504	-	-	-	-	-	-	-	-	-	12	12	-	-	48	84	84	108	96	60	-	-	-	-	-	-	
COOL RIDE 3	PTPT69	426010222	436004307	-	504	504	504	-	-	-	-	-	-	-	-	-	-	-	-	-	24	84	132	168	60	36	-	-	-	-	-	-	
COOL RIDE 3	PTPT69	426010288	436004318	-	504	504	504	-	-	-	-	-	-	-	-	-	-	-	-	-	48	108	84	120	84	60	-	-	-	-	-	-	
COOL RIDE 3	PRET90	426010349	436004327	-	504	504	504	-	-	-	-	-	-	-	-	-	-	-	-	12	36	84	108	108	108	36	12	-	-	-	-	-	
COOL RIDE 3	PRET90	426010798	436004337	-	504	504	504	-	-	-	-	-	-	-	-	-	-	-	-	12	48	84	108	96	72	48	36	-	-	-	-	-	
COOL RIDE 3	PRET90	426011318	436004347	-	504	504	504	-	-	-	-	-	-	-	-	-	-	12	12	24	48	72	96	96	72	48	24	-	-	-	-	-	
COOL RIDE 3	BCOPTO	426011866	436004357	-	504	504	504	-	-	-	-	-	-	-	-	-	-	12	12	36	24	84	84	108	84	48	12	-	-	-	-	-	
COOL RIDE 3	BCOPTO	426011924	436004367	-	504	504	504	-	-	-	-	-	-	-	-	-	12	-	12	12	36	60	96	108	96	48	24	-	-	-	-	-	
COOL RIDE 3	ARENIT	426011996	436004381	-	504	504	504	-	-	-	-	-	-	-	-	-	24	60	96	132	108	72	12	-	-	-	-	-	-	-	-	-	
COOL RIDE 3	PRET90	426012514	436006109	-	504	504	504	-	-	-	-	-	-	-	-	-	-	12	48	60	48	48	72	72	84	36	24	-	-	-	-	-	
COOL RIDE 3	PRET90	426012574	436006119	-	504	504	504	-	-	-	-	-	-	-	-	-	-	-	12	24	36	72	108	96	96	48	12	-	-	-	-	-	
COOL RIDE 3	PRET90	426012640	436006129	-	600	600	600	-	-	-	-	-	-	-	-	-	-	12	12	24	48	96	132	144	60	60	12	-	-	-	-	-	
COOL RIDE 3	PRET90	426012708	436006141	-	768	768	768	-	-	-	-	-	-	-	-	-	12	12	12	24	96	120	156	156	108	60	12	-	-	-	-	-	
COOL RIDE 3	PTPT69	426012803	436006175	-	504	504	504	-	-	-	-	-	-	-	-	-	-	-	-	24	84	84	132	84	72	24	-	-	-	-	-	-	
COOL RIDE 3	PTROSA	426012826	436006184	-	864	864	864	-	-	-	-	-	-	-	-	-	60	132	180	192	168	96	36	-	-	-	-	-	-	-	-	-	
COOL RIDE 3 JR	MARINO	426008604	436002098	-	600	156	-	444	-	-	12	-	48	84	12	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
COOL RIDE 3 JR	MARINO	426008655	436002113	-	600	504	-	96	-	-	-	12	36	108	96	96	96	-	60	-	-	-	-	-	-	-	-	-	-	-	-	-	
COOL RIDE 3 JR	MARINO	426008707	436002128	-	600	600	-	-	-	-	36	60	96	84	60	72	72	72	48	-	-	-	-	-	-	-	-	-	-	-	-	-	
COOL RIDE 3 JR	MARINO	426008869	436002145	-	600	600	-	-	-	-	-	12	36	84	120	120	108	72	48	-	-	-	-	-	-	-	-	-	-	-	-	-	
COOL RIDE 3 JR	MARINO	426008928	436002159	-	600	600	-	-	-	-	24	24	48	84	84	96	96	84	60	-	-	-	-	-	-	-	-	-	-	-	-	-	
COOL RIDE 3 JR	BCOPTO	426008980	436002173	-	504	504	-	-	-	-	24	48	48	84	84	72	48	48	48	-	-	-	-	-	-	-	-	-	-	-	-	-	
COOL RIDE 3 JR	ARENIT	426009032	436002186	-	756	756	-	-	-	-	-	-	72	132	132	144	120	96	60	-	-	-	-	-	-	-	-	-	-	-	-	-	
COOL RIDE 3 JR	ARENIT	426012852	436006193	-	504	504	504	-	-	-	-	-	60	84	84	84	72	72	48	-	-	-	-	-	-	-	-	-	-	-	-	-	
COOL RIDE 4 JR/183	BCO1	426010235	436005861	-	4	4	4	-	-	-	-	-	-	-	-	-	-	-	4	-	-	-	-	-	-	-	-	-	-	-	-	-	
COOL RIDE 4 JR/183	PRET90	426010237	436005863	-	44	44	44	-	-	-	4	4	8	4	4	4	4	4	8	-	-	-	-	-	-	-	-	-	-	-	-	-	
COOL RIDE 4 JR/183	PTPT69	426010238	436005864	-	4	4	4	-	-	-	-	-	-	-	-	-	-	-	4	-	-	-	-	-	-	-	-	-	-	-	-	-	
COOL RIDE 4 JR/183	STEEL1	426010240	436005866	-	4	4	4	-	-	-	-	-	-	-	-	-	-	-	4	-	-	-	-	-	-	-	-	-	-	-	-	-	
COOL RIDE 4 JR/183	STEEL1	426012932	436006219	-	504	504	504	-	-	-	12	12	36	72	72	72	72	84	72	-	-	-	-	-	-	-	-	-	-	-	-	-	
COOL RIDE 4 JR/183	PRET90	426012953	436006229	-	504	504	504	-	-	-	12	12	36	72	72	72	84	84	60	-	-	-	-	-	-	-	-	-	-	-	-	-	
COOL RIDE 4 JR/183	PRET90	426012976	436006235	-	504	504	504	-	-	-	12	12	36	72	72	72	84	84	60	-	-	-	-	-	-	-	-	-	-	-	-	-	
COOL RIDE 4 JR/183	PRET90	426012997	436006240	-	504	504	504	-	-	-	12	36	60	48	48	60	84	84	72	-	-	-	-	-	-	-	-	-	-	-	-	-	
