MODELO	COR	CABEDAL	R. COR	IN	GCI geral	GCI ATUAL	CORTE	Qnt. PES	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	
Rush/419	PRETO	426012618	436006121	-	564	564	564	-	-	-	-	-	-	-	-	-	-	-	-	24	12	60	120	108	132	96	12	-	-	-	-	-	
Rush/419	PRETO	426012685	436006131	-	564	564	564	-	-	-	-	-	-	-	-	-	-	12	12	36	60	84	84	84	96	60	36	-	-	-	-	-	
Rush/419	ALGPSC	426012754	436006145	-	564	564	564	-	-	-	-	-	-	-	-	-	48	108	108	144	84	48	12	12	-	-	-	-	-	-	-	-	
Rush/419	ALGPSC	426012820	436006178	-	564	564	564	-	-	-	-	-	-	-	-	-	24	84	120	132	108	72	24	-	-	-	-	-	-	-	-	-	
Rush/419	ALGPSC	426012845	436006187	-	564	564	564	-	-	-	-	-	-	-	-	-	24	60	144	168	108	48	12	-	-	-	-	-	-	-	-	-	
Rush/419	MLT/PT	426012870	436006196	-	564	564	564	-	-	-	-	-	-	-	-	-	-	-	-	12	48	96	156	120	72	48	12	-	-	-	-	-	
Rush/419	MLT/PT	426012895	436006204	-	564	564	564	-	-	-	-	-	-	-	-	-	-	-	-	-	36	60	96	132	156	60	24	-	-	-	-	-	
Rush/419	MLT/PT	426012921	436006212	-	564	564	564	-	-	-	-	-	-	-	-	-	12	-	12	24	36	72	108	108	108	60	24	-	-	-	-	-	
Rush/419	MLT/PT	426012945	436006222	-	564	564	564	-	-	-	-	-	-	-	-	-	-	12	24	36	60	72	96	96	84	60	24	-	-	-	-	-	
Rush/419	PRETO	426012967	436006230	-	564	564	564	-	-	-	-	-	-	-	-	-	-	-	-	24	60	84	120	108	108	48	12	-	-	-	-	-	
Rush/419	PRETO	426012989	436006236	-	564	564	564	-	-	-	-	-	-	-	-	-	-	-	-	24	60	84	120	108	108	48	12	-	-	-	-	-	
Rush/419	PRETO	426013011	436006242	-	564	564	564	-	-	-	-	-	-	-	-	-	-	-	-	24	60	84	120	108	108	48	12	-	-	-	-	-	
Rush/419	PRETO	426013030	436006247	-	564	564	564	-	-	-	-	-	-	-	-	-	-	-	-	24	60	84	120	108	108	48	12	-	-	-	-	-	
Rush/419	PRETO	426013053	436006253	-	564	564	564	-	-	-	-	-	-	-	-	-	-	-	-	24	24	36	96	96	84	108	96	-	-	-	-	-	
Rush/419	PRETO	426013075	436006259	-	564	564	564	-	-	-	-	-	-	-	-	-	-	-	-	-	24	60	120	132	120	60	48	-	-	-	-	-	
Rush/419	PRETO	426013098	436006266	-	564	564	564	-	-	-	-	-	-	-	-	-	-	12	24	36	60	84	84	96	84	60	24	-	-	-	-	-	
Rush/419	ALGPSC	426013120	436006273	-	564	564	564	-	-	-	-	-	-	-	-	-	24	72	120	132	96	72	36	12	-	-	-	-	-	-	-	-	
Rush/419	ALGPSC	426013142	436006279	-	564	564	564	-	-	-	-	-	-	-	-	-	24	72	120	132	120	60	24	12	-	-	-	-	-	-	-	-	
Sagaz/382	CZESPT	426008904	436005053	-	504	4	-	8	-	-	-	-	-	-	-	-	-	-	-	-	-	4	-	-	-	-	-	-	-	-	-	-	
Sagaz/382	MRHSTO	426008959	436005082	-	1092	52	-	872	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	48	4	-	-	-	-	-	-	
Sagaz/382	MRHSTO	426009011	436005125	-	1092	660	-	432	-	-	-	-	-	-	-	-	-	-	-	-	-	-	216	240	204	-	-	-	-	-	-	-	
Sagaz/382	MRHSTO	426009061	436005151	-	1092	1092	-	-	-	-	-	-	-	-	-	-	-	12	12	60	96	156	216	204	180	108	48	-	-	-	-	-	
Sagaz/382	CZESPT	426009527	436005277	-	1104	1104	1104	-	-	-	-	-	-	-	-	-	-	-	-	36	72	120	216	216	216	132	96	-	-	-	-	-	
Sagaz/382	CZESPT	426009581	436005310	-	1104	1104	1104	-	-	-	-	-	-	-	-	-	-	-	-	12	48	144	216	228	228	144	84	-	-	-	-	-	
Sagaz/382	CZESPT	426009657	436005369	-	1104	1104	1104	-	-	-	-	-	-	-	-	-	-	-	-	36	72	120	228	192	204	156	96	-	-	-	-	-	
Sagaz/382	CZESPT	426009716	436005404	-	1104	1104	1104	-	-	-	-	-	-	-	-	-	-	-	-	48	96	168	228	228	192	96	48	-	-	-	-	-	
Sagaz/382	MRHSTO	426009815	436005503	-	1104	1104	1104	-	-	-	-	-	-	-	-	-	-	-	-	60	96	168	216	204	192	120	48	-	-	-	-	-	
Sagaz/382	MRHSTO	426009872	436005533	-	1104	1104	1104	-	-	-	-	-	-	-	-	-	-	-	-	36	84	168	240	228	204	108	36	-	-	-	-	-	
Sagaz/382	AR/ALG	426009928	436005569	-	504	504	504	-	-	-	-	-	-	-	-	-	24	84	120	96	96	60	12	12	-	-	-	-	-	-	-	-	
Sagaz/382	MRHSTO	426009929	436005570	-	600	600	600	-	-	-	-	-	-	-	-	-	-	-	-	36	60	84	120	96	84	72	48	-	-	-	-	-	
Sagaz/382	PWT/PT	426010265	436005880	-	1104	1104	1104	-	-	-	-	-	-	-	-	-	-	-	-	36	96	180	264	228	180	108	12	-	-	-	-	-	
Sagaz/382	PWT/PT	426010324	436005918	-	1140	1140	1140	-	-	-	-	-	-	-	-	-	-	-	-	24	108	168	252	252	192	108	36	-	-	-	-	-	
Sagaz/382	PTO/CH	426010382	436005951	-	924	924	924	-	-	-	-	-	-	-	-	-	-	-	-	12	84	144	168	192	168	96	60	-	-	-	-	-	
Sagaz/382	PWT/PT	426010383	436005952	-	396	396	396	-	-	-	-	-	-	-	-	-	-	-	-	24	36	72	72	72	60	36	24	-	-	-	-	-	
Sagaz/382	MRHSTO	426010834	436006099	-	1104	1104	1104	-	-	-	-	-	-	-	-	-	-	-	-	36	96	168	240	240	180	96	48	-	-	-	-	-	
Sagaz/382	MRHSTO	426011354	436006347	-	1140	1140	1140	-	-	-	-	-	-	-	-	-	-	-	-	36	96	168	228	240	204	120	48	-	-	-	-	-	
Sagaz/382	MRHSTO	426011899	436006606	-	1152	1152	1152	-	-	-	-	-	-	-	-	-	12	12	12	36	84	168	264	276	156	96	36	-	-	-	-	-	
Sagaz/382	CZESPT	426011958	436006757	-	1104	1104	1104	-	-	-	-	-	-	-	-	-	-	-	-	36	84	156	228	228	204	120	48	-	-	-	-	-	
Sagaz/382	CZESPT	426012039	436006908	-	1428	1428	1428	-	-	-	-	-	-	-	-	-	12	12	36	36	156	228	288	312	192	108	48	-	-	-	-	-	
Sagaz/382	CZESPT	426012549	436007141	-	1284	1284	1284	-	-	-	-	-	-	-	-	-	-	12	12	48	84	144	240	276	240	144	84	-	-	-	-	-	
Sagaz/382	CZESPT	426012616	436007202	-	1284	1284	1284	-	-	-	-	-	-	-	-	-	-	-	-	24	60	168	264	312	252	144	60	-	-	-	-	-	
Sagaz/382	CZESPT	426012683	436007253	-	1284	1284	1284	-	-	-	-	-	-	-	-	-	-	-	12	84	72	120	228	252	252	168	96	-	-	-	-	-	
Sagaz/382	MRHSTO	426012752	436007305	-	1284	1284	1284	-	-	-	-	-	-	-	-	-	-	-	-	48	72	180	252	264	252	132	84	-	-	-	-	-	
Swift 5/375	ARTPTO	426008903	436005052	-	2376	4	-	2372	-	-	-	-	-	-	-	-	-	-	-	-	-	4	-	-	-	-	-	-	-	-	-	-	
Swift 5/375	ARTPTO	426008957	436005080	-	1716	1056	-	660	-	-	-	-	-	-	-	-	72	252	384	168	48	132	-	-	-	-	-	-	-	-	-	-	
Swift 5/375	PRETO	426008958	436005081	-	672	672	-	-	-	-	-	-	-	-	-	-	60	108	144	204	84	36	12	24	-	-	-	-	-	-	-	-	
Swift 5/375	AMEIXA	426009009	436005123	-	1116	1116	-	-	-	-	-	-	-	-	-	-	60	132	252	288	228	132	24	-	-	-	-	-	-	-	-	-	
Swift 5/375	PRETO	426009010	436005124	-	1260	1260	-	-	-	-	-	-	-	-	-	-	72	168	288	312	228	120	60	12	-	-	-	-	-	-	-	-	
Swift 5/375	AMEIXA	426009060	436005150	-	2376	2376	24	-	-	-	-	-	-	-	-	-	132	324	528	600	432	264	72	24	-	-	-	-	-	-	-	-	
Swift 5/375	LUNAR	426009526	436005276	-	2016	2016	2016	-	-	-	-	-	-	-	-	-	120	276	456	516	360	204	72	12	-	-	-	-	-	-	-	-	
Swift 5/375	LUNAR	426009580	436005309	-	2016	2016	2016	-	-	-	-	-	-	-	-	-	108	288	456	516	372	216	60	-	-	-	-	-	-	-	-	-	
Swift 5/375	LUNAR	426009656	436005368	-	2016	2016	2016	-	-	-	-	-	-	-	-	-	96	252	480	516	384	204	60	24	-	-	-	-	-	-	-	-	
Swift 5/375	LUNAR	426009715	436005403	-	2016	2016	2016	-	-	-	-	-	-	-	-	-	132	300	444	492	360	192	84	12	-	-	-	-	-	-	-	-	
Swift 5/375	ARTPTO	426009814	436005502	-	2016	2016	2016	-	-	-	-	-	-	-	-	-	120	288	432	516	372	204	72	12	-	-	-	-	-	-	-	-	
Swift 5/375	ARTPTO	426009871	436005532	-	2016	2016	2016	-	-	-	-	-	-	-	-	-	120	264	432	492	372	204	108	24	-	-	-	-	-	-	-	-	
Swift 5/375	ARTPTO	426009927	436005568	-	2016	2016	2016	-	-	-	-	-	-	-	-	-	108	276	444	504	372	204	96	12	-	-	-	-	-	-	-	-	
Swift 5/375	ARTPTO	426010263	436005878	-	816	816	816	-	-	-	-	-	-	-	-	-	36	120	180	204	144	84	36	12	-	-	-	-	-	-	-	-	
Swift 5/375	PRETO	426010264	436005879	-	1188	1188	1188	-	-	-	-	-	-	-	-	-	72	156	264	264	204	132	72	24	-	-	-	-	-	-	-	-	
Swift 5/375	PRETO	426010323	436005917	-	2016	2016	2016	-	-	-	-	-	-	-	-	-	108	276	468	468	348	204	108	36	-	-	-	-	-	-	-	-	
Swift 5/375	AMEIXA	426010381	436005950	-	2016	2016	2016	-	-	-	-	-	-	-	-	-	96	264	468	516	384	204	72	12	-	-	-	-	-	-	-	-	
Swift 5/375	AMEIXA	426010832	436006097	-	504	504	504	-	-	-	-	-	-	-	-	-	12	60	132	144	108	36	12	-	-	-	-	-	-	-	-	-	
Swift 5/375	LUNAR	426010833	436006098	-	1512	1512	1512	-	-	-	-	-	-	-	-	-	108	204	336	372	264	156	60	12	-	-	-	-	-	-	-	-	
Swift 5/375	ARENIT	426011352	436006345	-	624	624	624	-	-	-	-	-	-	-	-	-	24	72	132	168	120	108	-	-	-	-	-	-	-	-	-	-	
Swift 5/375	LUNAR	426011353	436006346	-	1488	1488	1488	-	-	-	-	-	-	-	-	-	96	216	336	372	264	144	60	-	-	-	-	-	-	-	-	-	
Swift 5/375	LUNAR	426011898	436006605	-	2016	2016	2016	-	-	-	-	-	-	-	-	-	120	288	456	492	360	216	84	-	-	-	-	-	-	-	-	-	
Swift 5/375	ARTPTO	426011956	436006755	-	600	600	600	-	-	-	-	-	-	-	-	-	36	72	132	156	108	60	24	12	-	-	-	-	-	-	-	-	
Swift 5/375	LUNAR	426011957	436006756	-	1416	1416	1416	-	-	-	-	-	-	-	-	-	96	192	312	348	252	156	60	-	-	-	-	-	-	-	-	-	
Swift 5/375	CEREJA	426012037	436006906	-	1368	1368	1368	-	-	-	-	-	-	-	-	-	48	144	336	336	276	180	48	-	-	-	-	-	-	-	-	-	
Swift 5/375	LUNAR	426012038	436006907	-	648	648	648	-	-	-	-	-	-	-	-	-	48	108	132	144	120	72	24	-	-	-	-	-	-	-	-	-	
Swift 5/375	LUNAR	426012548	436007140	-	1572	1572	1572	-	-	-	-	-	-	-	-	-	96	240	372	396	288	144	36	-	-	-	-	-	-	-	-	-	
Swift 5/375	AZALEI	426012614	436007200	-	552	552	552	-	-	-	-	-	-	-	-	-	24	72	144	144	96	48	24	-	-	-	-	-	-	-	-	-	
Swift 5/375	LUNAR	426012615	436007201	-	1068	1068	1068	-	-	-	-	-	-	-	-	-	60	144	228	264	204	108	48	12	-	-	-	-	-	-	-	-	
Swift 5/375	ARTPTO	426012682	436007252	-	1572	1572	1572	-	-	-	-	-	-	-	-	-	84	228	360	384	288	168	60	-	-	-	-	-	-	-	-	-	
Swift 5/375	ARTPTO	426012751	436007304	-	1572	1572	1572	-	-	-	-	-	-	-	-	-	96	216	336	396	288	168	60	12	-	-	-	-	-	-	-	-	
Treino/417	ARELLS	426009512	436005268	-	504	504	504	-	-	-	-	-	-	-	-	-	12	60	120	120	84	72	36	-	-	-	-	-	-	-	-	-	
Treino/417	ARELLS	426009566	436005301	-	504	504	504	-	-	-	-	-	-	-	-	-	24	60	96	108	84	60	48	24	-	-	-	-	-	-	-	-	
Treino/417	ARELLS	426009642	436005361	-	504	504	504	-	-	-	-	-	-	-	-	-	12	48	120	120	84	60	36	24	-	-	-	-	-	-	-	-	
Treino/417	ARELLS	426009698	436005394	-	504	504	504	-	-	-	-	-	-	-	-	-	12	48	132	132	84	36	48	12	-	-	-	-	-	-	-	-	
Treino/417	PTO/CH	426009800	436005495	-	504	504	504	-	-	-	-	-	-	-	-	-	12	36	60	12	48	48	48	120	72	36	12	-	-	-	-	-	
Treino/417	PTO/CH	426009856	436005525	-	504	504	504	-	-	-	-	-	-	-	-	-	12	-	12	36	36	48	72	108	96	48	36	-	-	-	-	-	
Treino/417	PTO/CH	426009912	436005560	-	504	504	504	-	-	-	-	-	-	-	-	-	-	12	12	12	60	48	84	108	96	36	36	-	-	-	-	-	
Treino/417	PTO/CH	426010246	436005870	-	504	504	504	-	-	-	-	-	-	-	-	-	-	12	36	24	36	60	72	96	84	48	36	-	-	-	-	-	
Treino/417	BCOPTO	426010306	436005908	-	504	504	504	-	-	-	-	-	-	-	-	-	36	84	84	60	12	48	36	60	12	36	36	-	-	-	-	-	
Treino/417	BCOPTO	426010365	436005942	-	504	504	504	-	-	-	-	-	-	-	-	-	-	-	-	24	36	60	84	108	108	48	36	-	-	-	-	-	
Treino/417	BCOPTO	426010814	436006086	-	504	504	504	-	-	-	-	-	-	-	-	-	12	12	24	24	60	72	72	84	84	36	24	-	-	-	-	-	
Treino/417	BCOPTO	426011337	436006337	-	504	504	504	-	-	-	-	-	-	-	-	-	12	24	36	48	48	60	60	84	60	36	36	-	-	-	-	-	
Treino/417	ARELLS	426011883	436006597	-	504	504	504	-	-	-	-	-	-	-	-	-	24	60	96	108	84	60	48	24	-	-	-	-	-	-	-	-	
Treino/417	ARELLS	426011940	436006747	-	504	504	504	-	-	-	-	-	-	-	-	-	24	48	132	120	84	48	36	12	-	-	-	-	-	-	-	-	
Treino/417	PTO/CH	426012014	436006894	-	504	504	504	-	-	-	-	-	-	-	-	-	12	24	48	36	48	60	60	96	84	24	12	-	-	-	-	-	
Treino/417	PTO/CH	426012533	436007131	-	612	612	612	-	-	-	-	-	-	-	-	-	12	12	36	24	60	72	84	120	96	48	48	-	-	-	-	-	
Treino/417	BCOPTO	426012596	436007190	-	636	636	636	-	-	-	-	-	-	-	-	-	12	12	36	36	72	60	84	120	96	48	60	-	-	-	-	-	
Treino/417	PT/LJA	426012663	436007241	-	504	504	504	-	-	-	-	-	-	-	-	-	12	12	24	24	48	72	72	96	84	36	24	-	-	-	-	-	
Treino/417	PT/LJA	426012731	436007292	-	504	504	504	-	-	-	-	-	-	-	-	-	12	12	12	24	24	60	108	96	84	48	24	-	-	-	-	-	
Voa 2/261	LUNMHO	426008633	436004942	-	840	840	36	-	-	-	-	-	-	-	-	-	12	24	24	60	-	36	-	336	216	132	-	-	-	-	-	-	
Voa 2/261	PRETO	426008902	436005051	-	768	132	-	636	-	-	-	-	-	-	-	-	-	-	12	48	-	-	-	48	-	24	-	-	-	-	-	-	
Voa 2/261	CHB/PT	426008956	436005079	-	684	216	48	468	-	-	-	-	-	-	-	-	-	-	-	48	48	12	-	24	-	36	48	-	-	-	-	-	
Voa 2/261	CHB/PT	426009008	436005122	-	684	684	-	-	-	-	-	-	-	-	-	-	-	12	12	24	96	156	36	168	108	60	12	-	-	-	-	-	
Voa 2/261	AMARIL	426009059	436005149	-	912	912	24	-	-	-	-	-	-	-	-	-	60	60	228	240	204	120	-	-	-	-	-	-	-	-	-	-	
Voa 2/261	PRETO	426009525	436005275	-	1164	1164	1164	-	-	-	-	-	-	-	-	-	-	-	84	108	144	180	204	204	144	12	84	-	-	-	-	-	
Voa 2/261	PRETO	426009579	436005308	-	1164	1164	1164	-	-	-	-	-	-	-	-	-	-	-	96	108	132	180	216	228	108	-	96	-	-	-	-	-	
Voa 2/261	PRETO	426009655	436005367	-	1164	1164	1164	-	-	-	-	-	-	-	-	-	-	-	228	192	156	144	144	144	12	-	144	-	-	-	-	-	
Voa 2/261	PRETO	426009714	436005402	-	1164	1164	1164	-	-	-	-	-	-	-	-	-	-	-	12	24	84	144	204	204	228	252	12	-	-	-	-	-	
Voa 2/261	BCOLUN	426009813	436005501	-	1164	1164	1164	-	-	-	-	-	-	-	-	-	48	204	168	240	276	144	84	-	-	-	-	-	-	-	-	-	
Voa 2/261	BCOLUN	426009870	436005531	-	1164	1164	1164	-	-	-	-	-	-	-	-	-	48	156	180	252	288	156	84	-	-	-	-	-	-	-	-	-	
Voa 2/261	CHB/PT	426009926	436005567	-	1164	1164	1164	-	-	-	-	-	-	-	-	-	-	96	84	120	180	-	240	204	180	-	60	-	-	-	-	-	
Voa 2/261	CHB/PT	426010262	436005877	-	1320	1320	1320	-	-	-	-	-	-	-	-	-	-	36	36	24	96	252	240	240	156	204	36	-	-	-	-	-	
Voa 2/261	AMARIL	426010322	436005916	-	1164	1164	1164	-	-	-	-	-	-	-	-	-	84	132	-	336	336	204	72	-	-	-	-	-	-	-	-	-	
Voa 2/261	AMARIL	426010380	436005949	-	1164	1164	1164	-	-	-	-	-	-	-	-	-	108	144	120	132	336	216	108	-	-	-	-	-	-	-	-	-	
Voa 2/261	AMARIL	426010830	436006095	-	504	504	504	-	-	-	-	-	-	-	-	-	48	72	84	108	72	48	72	-	-	-	-	-	-	-	-	-	
Voa 2/261	CHB/PT	426010831	436006096	-	720	720	720	-	-	-	-	-	-	-	-	-	-	12	12	24	72	156	144	132	96	60	12	-	-	-	-	-	
Voa 2/261	AMARIL	426011349	436006343	-	504	504	504	-	-	-	-	-	-	-	-	-	36	60	84	120	84	72	48	-	-	-	-	-	-	-	-	-	
Voa 2/261	LUNMHO	426011350	436006344	-	684	684	684	-	-	-	-	-	-	-	-	-	-	-	36	36	108	192	36	-	204	72	-	-	-	-	-	-	
Voa 2/261	LUNMHO	426011897	436006604	-	1164	1164	1164	-	-	-	-	-	-	-	-	-	-	-	120	132	156	252	192	-	192	120	-	-	-	-	-	-	
Voa 2/261	PRETO	426011955	436006754	-	1164	1164	1164	-	-	-	-	-	-	-	-	-	-	24	132	60	72	144	180	168	180	204	-	-	-	-	-	-	
Voa 2/261	BCOLUN	426012034	436006904	-	972	972	972	-	-	-	-	-	-	-	-	-	60	96	228	264	60	132	132	-	-	-	-	-	-	-	-	-	
Voa 2/261	PRETO	426012035	436006905	-	192	192	192	-	-	-	-	-	-	-	-	-	12	12	12	12	24	24	24	24	24	12	12	-	-	-	-	-	
Voa 2/261	BCOLUN	426012546	436007139	-	1260	1260	1260	-	-	-	-	-	-	-	-	-	72	132	288	360	72	168	168	-	-	-	-	-	-	-	-	-	
Voa 2/261	BCOLUN	426012612	436007199	-	1260	1260	1260	-	-	-	-	-	-	-	-	-	60	132	312	372	60	168	156	-	-	-	-	-	-	-	-	-	
Voa 2/261	BCOLUN	426012680	436007251	-	1260	1260	1260	-	-	-	-	-	-	-	-	-	108	192	300	312	180	120	48	-	-	-	-	-	-	-	-	-	
Voa 2/261	BCOLUN	426012748	436007302	-	504	504	504	-	-	-	-	-	-	-	-	-	36	84	132	120	72	48	12	-	-	-	-	-	-	-	-	-	
Voa 2/261	PRETO	426012749	436007303	-	756	756	756	-	-	-	-	-	-	-	-	-	12	24	60	72	84	96	108	96	72	72	60	-	-	-	-	-	
Ua Ch Endless/732	FOGVRR	426008922	436005062	-	648	36	-	612	-	-	-	-	-	-	-	-	-	-	-	-	12	-	-	-	8	4	12	-	-	-	-	-	
Ua Ch Endless/732	FOGVRR	426008974	436005088	-	648	648	-	-	-	-	-	-	-	-	-	-	36	36	84	96	96	84	72	60	48	24	12	-	-	-	-	-	
Ua Ch Endless/732	BKCAMP	426009026	436005132	-	648	528	-	120	-	-	-	-	-	-	-	-	-	12	-	48	36	72	108	96	120	-	36	-	-	-	-	-	
Ua Ch Endless/732	BKCAMP	426009078	436005159	-	648	648	648	-	-	-	-	-	-	-	-	-	12	12	12	12	48	108	120	132	96	72	24	-	-	-	-	-	
Ua Ch Endless/732	LLVRBK	426010339	436005925	-	1056	1056	1056	-	-	-	-	-	-	-	-	-	12	24	48	60	96	156	192	192	132	84	60	-	-	-	-	-	
Ua Ch Endless/732	FOGVRR	426010395	436005957	-	504	504	504	-	-	-	-	-	-	-	-	-	12	36	72	84	72	72	60	48	24	12	12	-	-	-	-	-	
Ua Ch Endless/732	WTHGWT	426010396	436005958	-	624	624	624	-	-	-	-	-	-	-	-	-	12	36	96	108	84	72	72	72	36	24	12	-	-	-	-	-	
Ua Ch Endless/732	FOGVRR	426010847	436006105	-	1056	1056	1056	-	-	-	-	-	-	-	-	-	24	72	156	180	168	144	132	108	48	24	-	-	-	-	-	-	
Ua Ch Endless/732	BKCAMP	426011367	436006353	-	1056	1056	1056	-	-	-	-	-	-	-	-	-	12	24	60	72	108	144	168	192	132	96	48	-	-	-	-	-	
Ua Ch Endless/732	BKCAMP	426011914	436006613	-	1056	1056	1056	-	-	-	-	-	-	-	-	-	-	12	60	60	120	168	216	204	120	72	24	-	-	-	-	-	
Ua Ch Endless/732	BHACTX	426011971	436006762	-	1056	1056	1056	-	-	-	-	-	-	-	-	-	12	24	48	72	144	156	168	168	144	96	24	-	-	-	-	-	
Ua Ch Endless/732	BHACTX	426012053	436006913	-	1056	1056	1056	-	-	-	-	-	-	-	-	-	12	24	36	60	144	168	180	168	144	108	12	-	-	-	-	-	
Ua Ch Endless/732	LLVRBK	426012563	436007149	-	684	684	684	-	-	-	-	-	-	-	-	-	24	36	36	60	72	120	120	120	60	24	12	-	-	-	-	-	
Ua Ch Endless/732	WTHGWT	426012631	436007210	-	624	624	624	-	-	-	-	-	-	-	-	-	-	36	84	120	96	84	84	60	36	24	-	-	-	-	-	-	
Ua Ch Endless/732	WTHGWT	426012698	436007261	-	648	648	648	-	-	-	-	-	-	-	-	-	12	36	48	96	96	84	84	84	60	24	24	-	-	-	-	-	
Ua Ch Endless/732	BHACTX	426012767	436007313	-	624	624	624	-	-	-	-	-	-	-	-	-	12	36	36	48	72	84	96	96	84	48	12	-	-	-	-	-	
Ua Ch Quicker 2/985	SWSWTU	426008644	436002103	486015166	1008	136	-	-	-	-	-	-	-	-	-	-	4	60	-	8	20	-	-	32	12	-	-	-	-	-	-	-	
Ua Ch Quicker 2/985	PPGRSW	426008695	436002118	486015266	1008	4	-	24	-	-	-	-	-	-	-	-	-	-	-	4	-	-	-	-	-	-	-	-	-	-	-	-	
Ua Ch Quicker 2/985	PPGRSW	426008753	436002134	486015371	1008	104	-	16	-	-	-	-	-	-	-	-	24	16	-	24	-	32	8	-	-	-	-	-	-	-	-	-	
Ua Ch Quicker 2/985	CACAMG	426008917	436002150	486015658	1008	792	-	-176	-	-	-	-	-	-	-	-	-	-	-	12	36	108	192	228	132	12	72	-	-	-	-	-	
Ua Ch Quicker 2/985	CACAMG	426008969	436002164	486015758	1008	1008	-	-	-	-	-	-	-	-	-	-	-	-	-	-	36	108	180	252	228	132	72	-	-	-	-	-	
Ua Ch Quicker 2/985	FOFOBR	426009021	436002177	486015868	1008	1008	-	-	-	-	-	-	-	-	-	-	72	192	312	300	96	24	12	-	-	-	-	-	-	-	-	-	
Ua Ch Quicker 2/985	FOFOBR	426009072	436002190	486015961	1008	1008	1008	-	-	-	-	-	-	-	-	-	132	144	84	192	240	156	36	24	-	-	-	-	-	-	-	-	
Ua Ch Quicker 2/985	CACAMG	426009535	436003902	486016848	648	648	648	-	-	-	-	-	-	-	-	-	-	-	-	-	24	60	96	168	132	120	48	-	-	-	-	-	
Ua Ch Quicker 2/985	CACAMG	426009591	436003907	486016949	648	648	648	-	-	-	-	-	-	-	-	-	-	-	-	-	24	72	120	144	144	84	60	-	-	-	-	-	
Ua Ch Quicker 2/985	CACAMG	426009665	436003914	486017079	648	648	648	-	-	-	-	-	-	-	-	-	-	-	-	12	36	72	120	144	144	84	36	-	-	-	-	-	
Ua Ch Quicker 2/985	TGCRCO	426009724	436003924	486017203	648	648	648	-	-	-	-	-	-	-	-	-	-	-	-	-	48	108	144	144	120	60	24	-	-	-	-	-	
Ua Ch Quicker 2/985	TGCRCO	426009824	436003935	486017482	648	648	648	-	-	-	-	-	-	-	-	-	-	-	-	-	36	84	132	144	132	72	48	-	-	-	-	-	
Ua Ch Quicker 2/985	PPGRSW	426009879	436003943	486017593	648	648	648	-	-	-	-	-	-	-	-	-	24	84	132	156	132	72	36	12	-	-	-	-	-	-	-	-	
Ua Ch Quicker 2/985	MGMGBK	426009937	436003952	486017713	648	648	648	-	-	-	-	-	-	-	-	-	-	-	-	-	36	84	132	144	132	72	48	-	-	-	-	-	
Ua Ch Quicker 2/985	MGMGBK	426010272	436003959	486018260	648	648	648	-	-	-	-	-	-	-	-	-	-	-	-	-	48	84	132	132	132	72	48	-	-	-	-	-	
Ua Ch Quicker 2/985	CABKMS	426010333	436003968	486018375	648	648	648	-	-	-	-	-	-	-	-	-	-	36	48	60	60	60	108	108	96	48	24	-	-	-	-	-	
Ua Ch Quicker 2/985	WHMTSL	426010390	436003976	486018491	648	648	648	-	-	-	-	-	-	-	-	-	-	12	-	12	12	12	108	180	180	120	12	-	-	-	-	-	
Ua Ch Quicker 2/985	WHMTSL	426010842	436003983	486019282	648	648	648	-	-	-	-	-	-	-	-	-	-	12	24	12	24	12	96	168	168	120	12	-	-	-	-	-	
Ua Ch Quicker 2/985	FOFOBR	426011362	436003993	486020243	648	648	648	-	-	-	-	-	-	-	-	-	36	84	156	168	120	60	24	-	-	-	-	-	-	-	-	-	
Ua Ch Quicker 2/985	FOFOBR	426011909	436004002	486021211	648	648	648	-	-	-	-	-	-	-	-	-	24	84	156	168	120	72	24	-	-	-	-	-	-	-	-	-	
Ua Ch Quicker 2/985	CACAMG	426011966	436004015	486021325	648	648	648	-	-	-	-	-	-	-	-	-	-	-	-	12	36	72	120	144	132	84	48	-	-	-	-	-	
Ua Ch Quicker 2/985	CACAMG	426012048	436004027	486021457	648	648	648	-	-	-	-	-	-	-	-	-	-	-	-	12	24	72	120	144	132	84	60	-	-	-	-	-	
Ua Ch Quicker 2/985	FOFOBR	426012558	436005963	486022342	936	936	936	-	-	-	-	-	-	-	-	-	36	144	228	240	168	96	24	-	-	-	-	-	-	-	-	-	
Ua Ch Quicker 2/985	FOFOBR	426012626	436005966	486022504	936	936	936	-	-	-	-	-	-	-	-	-	36	144	228	240	168	96	24	-	-	-	-	-	-	-	-	-	
Ua Ch Quicker 2/985	FOFOBR	426012692	436005968	486022632	936	936	936	-	-	-	-	-	-	-	-	-	12	120	252	252	204	84	12	-	-	-	-	-	-	-	-	-	
Ua Ch Quicker 2/985	MGMGBK	426012762	436005973	486022754	936	936	936	-	-	-	-	-	-	-	-	-	-	-	-	-	48	120	192	216	180	120	60	-	-	-	-	-	
Ua Ch Quicker 2/985	PPGRSW	426012822	436006031	486022885	948	948	948	-	-	-	-	-	-	-	-	-	48	108	192	228	204	120	36	12	-	-	-	-	-	-	-	-	
Ua Ch Quicker 2/985	CRCRMP	426012848	436006041	486022923	936	936	936	-	-	-	-	-	-	-	-	-	48	132	216	228	168	108	24	12	-	-	-	-	-	-	-	-	
